TRAM,Rang,geometry_wkt
T21146F,20-25 µg/m³,"MULTILINESTRING ((2.149920582283695 41.40696386968447, 2.1494513780030116 41.40655035683615))"
T04168N,25-30 µg/m³,"MULTILINESTRING ((2.1031212731646907 41.3364278149345, 2.1082761546431774 41.33823172448811))"
T06928L,20-25 µg/m³,"MULTILINESTRING ((2.1900813604766225 41.451625842718755, 2.190633455975659 41.45295105232939))"
T17200N,20-25 µg/m³,"MULTILINESTRING ((2.218160478218341 41.41375353973495, 2.2183141851644352 41.41383849711336, 2.2184986168174636 41.41397365441944))"
T14863I,25-30 µg/m³,"MULTILINESTRING ((2.1788969032763443 41.380367481520935, 2.1790859942520715 41.380623256489194, 2.1795280664583667 41.38067117439939, 2.179606792088766 41.380639001875785))"
T04920V,20-25 µg/m³,"MULTILINESTRING ((2.154650373206476 41.4212682210952, 2.155101546618989 41.42087996914249, 2.1552065376280276 41.42080640990979, 2.155342907694181 41.42072155122394))"
T10196G,20-25 µg/m³,"MULTILINESTRING ((2.1914848377103167 41.391331141544015, 2.1902233178172463 41.39227062544662))"
T09663R,20-25 µg/m³,"MULTILINESTRING ((2.1992570072194115 41.421353967663784, 2.1997147931016428 41.421686914216345))"
T05506P,20-25 µg/m³,"MULTILINESTRING ((2.1427857297074366 41.43143795447586, 2.1431577011113236 41.43226693157008))"
T03213X,25-30 µg/m³,"MULTILINESTRING ((2.1390066494860003 41.37601734345124, 2.1390399388474224 41.3767998243671))"
T11178I,20-25 µg/m³,"MULTILINESTRING ((2.139872045058575 41.40561448722799, 2.1398082362287605 41.406818590594675))"
T02194H,25-30 µg/m³,"MULTILINESTRING ((2.157358186398056 41.3933071788636, 2.158845099499386 41.3944252622114))"
T12009W,20-25 µg/m³,"MULTILINESTRING ((2.1835773451483043 41.44810524091515, 2.1839365504220347 41.448825626097786))"
T03411B,25-30 µg/m³,"MULTILINESTRING ((2.1285381228960185 41.372137058800405, 2.1289947789643255 41.37158968486261))"
T16202L,20-25 µg/m³,"MULTILINESTRING ((2.1476638070347196 41.43039582627357, 2.147820237936087 41.4306226929623, 2.1478960938402816 41.430897495257, 2.1477971395713484 41.43113183027361, 2.1475664974603332 41.43137962919104, 2.1468933468900837 41.431559836355625))"
T21163G,20-25 µg/m³,"MULTILINESTRING ((2.1894336766026927 41.453430813880175, 2.189374747568886 41.45350872755276, 2.189569920945428 41.45383935915573, 2.189685980142506 41.454090060144686, 2.1897917350028293 41.454384779842115, 2.189832273846353 41.4544311020896))"
T20976F,25-30 µg/m³,"MULTILINESTRING ((2.157938944628487 41.43964188629211, 2.1577610647151886 41.439824584569365))"
T18547P,25-30 µg/m³,"MULTILINESTRING ((2.1747526818844882 41.383823908517016, 2.1748248239292898 41.38389397262338, 2.174872883408099 41.38393811160125, 2.1749145364024844 41.383988563973936, 2.1750423525665386 41.384160883974786))"
T05001V,20-25 µg/m³,"MULTILINESTRING ((2.145109084570589 41.42193301533715, 2.145551838174052 41.42207164812093, 2.14725014017186 41.4225965656236))"
T00887V,20-25 µg/m³,"MULTILINESTRING ((2.1749394953463415 41.38682542052762, 2.175159816059591 41.386974325941885, 2.175124203276785 41.38701650530205, 2.175191498523889 41.3870577373712))"
RL0028B,25-30 µg/m³,"MULTILINESTRING ((2.175378617169598 41.37130796882048, 2.1753483757231304 41.371272313286084, 2.1752818011871993 41.371194191467936, 2.175208505969601 41.371108545211776, 2.1751350902299067 41.371022988120316, 2.1750574135688368 41.37093397759209, 2.1749778104379267 41.370846034111196, 2.174947492884624 41.3708132996611, 2.174871991781865 41.37073196100544, 2.1748216179619977 41.370677734922346, 2.174766055060323 41.37061779687939, 2.1746622458316685 41.37050562956144, 2.174558562216578 41.370393012671535, 2.17447958098492 41.37030327178891, 2.1744726314158007 41.37029493502645, 2.1744039716351757 41.370211663435185, 2.174375511823176 41.37017389792007, 2.174347992622788 41.37013740020156, 2.1742968201494848 41.370061279805796, 2.174253605016055 41.36998944999652, 2.1742456431709787 41.369976061728295, 2.174198187566329 41.36988969933305, 2.174157722535311 41.369808431275494, 2.1741515427899363 41.369795956538894, 2.1741095758713294 41.36970107629065, 2.1740706121282223 41.36960010491652))"
T01825L,20-25 µg/m³,"MULTILINESTRING ((2.146031284694491 41.384778955820465, 2.147150555503642 41.38563261553797))"
T10879A,15-20 µg/m³,"MULTILINESTRING ((2.113385012540831 41.397398149808836, 2.113453163824942 41.39756627694267, 2.1140883609111687 41.39830808668865))"
T12228F,20-25 µg/m³,"MULTILINESTRING ((2.1715762157679444 41.42947385420362, 2.1716052205890395 41.429094641655425))"
T01146V,25-30 µg/m³,"MULTILINESTRING ((2.1686335055402526 41.3766913702915, 2.169101516168757 41.376388635766524))"
T09084E,25-30 µg/m³,"MULTILINESTRING ((2.1868538326500793 41.405400594658374, 2.1864562101660003 41.405470953996335, 2.1856569943453357 41.406062069478736))"
RD0103Y,25-30 µg/m³,"MULTILINESTRING ((2.1080022917804593 41.39012557689381, 2.108060599135928 41.390238215753016, 2.1082570311128492 41.39062129487771, 2.1084306510660205 41.39095825877196, 2.108599763310452 41.39128383804362, 2.10863832670662 41.39135916904103, 2.1087450528281737 41.39156716764474, 2.1088512975323987 41.39177543264137, 2.1089844865890317 41.392042815075946, 2.1090396733441263 41.392153493882844, 2.109191925698143 41.39246155730534, 2.10928829579641 41.39263174401418))"
T11932S,20-25 µg/m³,"MULTILINESTRING ((2.1827493820484927 41.44382609397648, 2.182045252679404 41.4440254813439))"
T07510T,20-25 µg/m³,"MULTILINESTRING ((2.111437877169029 41.389284157665685, 2.1124282721515386 41.39000851399635, 2.112611195594096 41.390142027877346))"
T07958V,15-20 µg/m³,"MULTILINESTRING ((2.1581446705724754 41.40405022576606, 2.1588295955166004 41.40450536285961))"
T05306J,20-25 µg/m³,"MULTILINESTRING ((2.1546075843200123 41.42726492259465, 2.15438302334115 41.42747691238413, 2.154314659988522 41.427580491433694, 2.1543019079301304 41.427661266720555, 2.1542930318915627 41.42777169600346))"
T08647N,20-25 µg/m³,"MULTILINESTRING ((2.142366456662263 41.420130743783844, 2.1424042721328993 41.420233512403456, 2.142382922312906 41.42033647984756, 2.1423328384538016 41.42044052131175, 2.142255771837039 41.42053802948958, 2.1421432796004565 41.42062766236113, 2.142014192913597 41.42068790620798, 2.141726065549009 41.42076297071998))"
T13627U,20-25 µg/m³,"MULTILINESTRING ((2.15795770890067 41.42765077992161, 2.158111632151624 41.42688376743394))"
T07336X,20-25 µg/m³,"MULTILINESTRING ((2.1322208452916325 41.383987869161984, 2.133729264873782 41.384398214579335))"
T05251L,20-25 µg/m³,"MULTILINESTRING ((2.1617846337508526 41.43285687489549, 2.1612767590604225 41.43301961589677, 2.1612375643960258 41.432944901790464))"
T06673H,20-25 µg/m³,"MULTILINESTRING ((2.203945735905632 41.439058230261324, 2.206244619957123 41.439576312721826, 2.2079773882379503 41.43975808122773))"
T09839X,20-25 µg/m³,"MULTILINESTRING ((2.2130607019133315 41.41600789236299, 2.2141188176496254 41.41677464864053))"
T00099B,25-30 µg/m³,"MULTILINESTRING ((2.190691281573773 41.3794365790296, 2.190857113075911 41.37947273860292))"
T09574R,20-25 µg/m³,"MULTILINESTRING ((2.2003935701086927 41.41709668747946, 2.1992352444847323 41.417959841846056))"
T19280L,25-30 µg/m³,"MULTILINESTRING ((2.1562050590880193 41.385630303011624, 2.1567652643897404 41.386062903373876))"
T20933U,20-25 µg/m³,"MULTILINESTRING ((2.137377560578026 41.4013455884126, 2.1381116499251114 41.40135481470883))"
T15832F,15-20 µg/m³,"MULTILINESTRING ((2.089645599695655 41.424549636962894, 2.0899738632926708 41.42442701972985, 2.089740450061788 41.42403106281792))"
T21310Z,20-25 µg/m³,"MULTILINESTRING ((2.1243216468803907 41.40399071765644, 2.1237903748015077 41.404643474669086))"
T14932E,20-25 µg/m³,"MULTILINESTRING ((2.1401066635979156 41.36451076356514, 2.140096274536808 41.364650645300756, 2.1401129214412475 41.36475215857766))"
T20053X,20-25 µg/m³,"MULTILINESTRING ((2.1386361464907964 41.41835372786958, 2.1386426918648773 41.41844799494358, 2.1386413035977 41.419073354949575, 2.1386629415730405 41.41925440475835, 2.1386790198792176 41.4193372225833, 2.138788133075472 41.41965330009053, 2.138953976990338 41.42009385256098, 2.139009706133783 41.42029324421125, 2.139008035002986 41.420419858647016, 2.13893808136362 41.420517534880005, 2.1388492336478295 41.42056887047004))"
T20295N,15-20 µg/m³,"MULTILINESTRING ((2.141893328669599 41.402609816858764, 2.1417285628970744 41.4028077714943, 2.1412994080225447 41.40319919000556, 2.1411926835056154 41.403254555749434, 2.140938116541403 41.403356116803195, 2.140751212837904 41.403388716475945, 2.1405608209077673 41.403387295540774, 2.140394255203335 41.403365361962706))"
T19850X,20-25 µg/m³,"MULTILINESTRING ((2.2049590929175693 41.435415734932995, 2.205545818611094 41.43454741233483))"
T11101N,15-20 µg/m³,"MULTILINESTRING ((2.142513826607364 41.40169032471072, 2.143374842459076 41.402006420107284, 2.1437047496156674 41.402149796218175, 2.143932321663541 41.40231162357957, 2.144028960106039 41.4024020116064))"
T12601G,20-25 µg/m³,"MULTILINESTRING ((2.1672731246716554 41.43515399717008, 2.1671734639215767 41.43493505280593))"
T00461Z,25-30 µg/m³,"MULTILINESTRING ((2.183072025716264 41.38419391398164, 2.183192143429099 41.384391598618386))"
T20494S,20-25 µg/m³,"MULTILINESTRING ((2.171576287475356 41.42800029716182, 2.1710756429739266 41.428143344309724))"
T12218D,20-25 µg/m³,"MULTILINESTRING ((2.1738372279100497 41.4321198820939, 2.174302257757085 41.43271382794963))"
T09928X,20-25 µg/m³,"MULTILINESTRING ((2.215572144503802 41.41413090591898, 2.2153100805190737 41.414332581643315))"
T07139U,20-25 µg/m³,"MULTILINESTRING ((2.128553110609385 41.38564716146697, 2.128758226740677 41.38570107424867, 2.129813694873517 41.38598009123752))"
T04471R,20-25 µg/m³,"MULTILINESTRING ((2.170713946378084 41.418085440389554, 2.1710555617949856 41.41856913379803))"
T13774E,<=15 µg/m³,"MULTILINESTRING ((2.080814995506522 41.422246985894496, 2.080979682852916 41.42228784332918, 2.081386559241626 41.42246619525638, 2.081578443810834 41.42284477772214, 2.081578507220608 41.42284027450674))"
T11566Q,20-25 µg/m³,"MULTILINESTRING ((2.1227872774952483 41.40585416183822, 2.121959209117819 41.406849995311134))"
T03232A,25-30 µg/m³,"MULTILINESTRING ((2.1369582725852725 41.37959055547192, 2.137746119725848 41.37987468181966))"
T15677M,25-30 µg/m³,"MULTILINESTRING ((2.174146535691067 41.38397483493314, 2.1744607161264353 41.38408893415342, 2.174989464830116 41.38432665798316))"
T11702G,15-20 µg/m³,"MULTILINESTRING ((2.1063612553535958 41.41484677298204, 2.1063184485749127 41.41490573684251, 2.106014092349783 41.41528821779573, 2.105837718288719 41.41570209211952))"
T03860W,25-30 µg/m³,"MULTILINESTRING ((2.1451090913022157 41.36827152001068, 2.145169436784032 41.36813544059183, 2.144865726049523 41.367233683195785))"
T20748V,25-30 µg/m³,"MULTILINESTRING ((2.186854408843637 41.40863286733028, 2.187870652037914 41.409390958212214))"
T04551Q,20-25 µg/m³,"MULTILINESTRING ((2.1707137558210494 41.42260951472003, 2.169689208006265 41.4230206718745))"
T03494U,25-30 µg/m³,"MULTILINESTRING ((2.1580168684722305 41.373657350173204, 2.1566763965998055 41.37362312224051))"
T15587L,25-30 µg/m³,"MULTILINESTRING ((2.182424782671206 41.38397074387903, 2.1825012046455594 41.38410182357414))"
T19635S,20-25 µg/m³,"MULTILINESTRING ((2.1906193546222292 41.37677262390262, 2.1907215474147 41.37679527545427, 2.1907453569190984 41.37682907694278, 2.1907567137180988 41.37687959900302))"
T05428S,20-25 µg/m³,"MULTILINESTRING ((2.1558890392454906 41.440183160681066, 2.155482608666141 41.44035172669815, 2.1551789816952853 41.440567028673364, 2.155019876878261 41.44069319917762))"
T15942K,20-25 µg/m³,"MULTILINESTRING ((2.1224887841167654 41.38523379943256, 2.1242770012237555 41.38592977683447))"
T17274F,20-25 µg/m³,"MULTILINESTRING ((2.123325558814729 41.390886619838206, 2.123136768469125 41.391006513415775, 2.1226250629309327 41.39135234092018))"
T14732Y,25-30 µg/m³,"MULTILINESTRING ((2.1716493331404574 41.3995586484921, 2.1699359926076416 41.39912168766935))"
T02049Z,20-25 µg/m³,"MULTILINESTRING ((2.175682968824895 41.39308629719544, 2.1744214833438575 41.394035506497126))"
T15841G,25-30 µg/m³,"MULTILINESTRING ((2.161469099786047 41.37497434641237, 2.1614385047527445 41.37480987113728, 2.1612258857109494 41.3745277288258))"
T02306X,20-25 µg/m³,"MULTILINESTRING ((2.1822124475553655 41.396266693648414, 2.1823111637330057 41.396592070476174))"
T02035T,25-30 µg/m³,"MULTILINESTRING ((2.167499592568635 41.39583570688237, 2.166357834638078 41.39669667127993))"
T01520X,20-25 µg/m³,"MULTILINESTRING ((2.177422654172225 41.383236299908496, 2.1776013695436793 41.38305009356058))"
T04706R,20-25 µg/m³,"MULTILINESTRING ((2.1642102428099212 41.42943120201349, 2.1639075259965637 41.42971899920292))"
T00916J,25-30 µg/m³,"MULTILINESTRING ((2.174487677388735 41.38531132299965, 2.1743327983562706 41.385533257033266))"
T07458G,20-25 µg/m³,"MULTILINESTRING ((2.135364560177467 41.38343101840219, 2.1349756834224776 41.384007452435526))"
T05373U,20-25 µg/m³,"MULTILINESTRING ((2.163240713700163 41.436548045526415, 2.1618997990795457 41.43733389268021))"
T12613K,20-25 µg/m³,"MULTILINESTRING ((2.168387660506295 41.43435623749345, 2.1683896447898015 41.43430107217895, 2.1682643667918797 41.43413849246546))"
T15693M,25-30 µg/m³,"MULTILINESTRING ((2.174372199116052 41.380633343369006, 2.174465649383704 41.38056234936754))"
T09528L,20-25 µg/m³,"MULTILINESTRING ((2.1960205981220056 41.41354672292207, 2.195814284982783 41.41369773397357))"
T12832T,15-20 µg/m³,"MULTILINESTRING ((2.173191401008656 41.44848859856741, 2.1732403598385535 41.448615504572416, 2.173376869036539 41.44871879121354, 2.173484828154669 41.44874920978491, 2.1736174105431028 41.44876191624896, 2.173807719212461 41.44877854974273, 2.17399626311476 41.44881163584305, 2.1741344543982497 41.448874895624925, 2.174203734524179 41.448942993359125, 2.174603016886021 41.44930430741385))"
T01919Q,20-25 µg/m³,"MULTILINESTRING ((2.1562247399569983 41.39073359359881, 2.1550899743940857 41.39159878563531))"
T11631I,15-20 µg/m³,"MULTILINESTRING ((2.1161231438794257 41.408175181305396, 2.116222843277487 41.40865221685593, 2.116258104331572 41.408925963436566, 2.1163237050339654 41.409208743154394, 2.116449195855279 41.409382325443005, 2.1164685947274227 41.40951279443083))"
T12708Q,20-25 µg/m³,"MULTILINESTRING ((2.1788898519814723 41.44435345433025, 2.1778847059478488 41.444819477861024))"
T07803D,15-20 µg/m³,"MULTILINESTRING ((2.155487129001997 41.40236784657728, 2.156091346087416 41.40181732460416))"
T05576D,20-25 µg/m³,"MULTILINESTRING ((2.1394797281265325 41.42595637950061, 2.1390012247873744 41.42596289044506, 2.138368017576813 41.42594663284049))"
T12041W,20-25 µg/m³,"MULTILINESTRING ((2.1809847704773597 41.44079371000108, 2.1806095437970807 41.44107971968929))"
T09786B,20-25 µg/m³,"MULTILINESTRING ((2.2130374416330785 41.419520753377576, 2.212781362655738 41.419718824992295))"
T18057C,25-30 µg/m³,"MULTILINESTRING ((2.1467497330994516 41.36142658986399, 2.1466135678482225 41.36154112988336))"
T01504X,20-25 µg/m³,"MULTILINESTRING ((2.175509820592364 41.38238606407082, 2.175327100843949 41.3825120952115, 2.1752308672050455 41.382570369329706, 2.175335329814131 41.38264277236865))"
T00474E,25-30 µg/m³,"MULTILINESTRING ((2.18342352035813 41.38424820023844, 2.1837409176905034 41.38414552168549))"
T09248G,20-25 µg/m³,"MULTILINESTRING ((2.2056004472957857 41.4036099692651, 2.2062735908564743 41.404093792553596))"
T06754H,20-25 µg/m³,"MULTILINESTRING ((2.2030923351244267 41.4419378906966, 2.206716677539216 41.44232555095609))"
T10174A,20-25 µg/m³,"MULTILINESTRING ((2.1879483168135767 41.39395427001824, 2.189175209518563 41.394820386046746))"
T02771S,25-30 µg/m³,"MULTILINESTRING ((2.1320205015557554 41.37366127607359, 2.132207990698895 41.3730688674164))"
T12048D,20-25 µg/m³,"MULTILINESTRING ((2.1812104323139523 41.44194047650925, 2.1810324216050216 41.442051668306846))"
T04539U,20-25 µg/m³,"MULTILINESTRING ((2.1789407978459923 41.42234751298866, 2.178619046816601 41.42270067100471))"
T18085G,20-25 µg/m³,"MULTILINESTRING ((2.1731404254203497 41.43672629934935, 2.1736473262352614 41.437187165848606))"
T01204O,20-25 µg/m³,"MULTILINESTRING ((2.1729718879351534 41.37535475889155, 2.1737645711740488 41.37532258106872))"
T19522K,20-25 µg/m³,"MULTILINESTRING ((2.1935058788363375 41.42461847313229, 2.1927202239299697 41.42482215690197))"
T21420E,20-25 µg/m³,"MULTILINESTRING ((2.2063333609120233 41.43703300276807, 2.2067819024262367 41.437097785917224))"
T09685X,20-25 µg/m³,"MULTILINESTRING ((2.2031444787854744 41.4214148050882, 2.202579194022302 41.42180222159072))"
T12690X,20-25 µg/m³,"MULTILINESTRING ((2.175448790553987 41.44268558856578, 2.1760033512396775 41.443030769842935, 2.176357321460419 41.44327751244487))"
T16126Q,20-25 µg/m³,"MULTILINESTRING ((2.179947355364196 41.41911055392918, 2.178688926838703 41.41883654825664, 2.178609355774657 41.41883235062612))"
T07804E,20-25 µg/m³,"MULTILINESTRING ((2.1567345288273363 41.40190023076821, 2.1565370625885962 41.402074412650485))"
T05955K,20-25 µg/m³,"MULTILINESTRING ((2.1917018841036833 41.42546110946611, 2.191687401137398 41.42581183979637))"
T18024T,15-20 µg/m³,"MULTILINESTRING ((2.136493518346423 41.425744162192125, 2.1363511769597068 41.4257937974922, 2.136170985093966 41.42584770640461, 2.136034423234159 41.425893754669794, 2.1359878174416838 41.42592205763897, 2.1359299123581423 41.425983017886104, 2.135874521725719 41.42605832783549, 2.1358046271274636 41.42620311147424, 2.135784542814776 41.42628278477644, 2.1357694032326577 41.42639932667073, 2.1357611653654494 41.42661006627474, 2.135727486975176 41.42668962850867, 2.1356776216904123 41.42675883674674, 2.1355017320995198 41.426898735018625, 2.1354307198269593 41.426922765106085, 2.135294659702169 41.42691722155551))"
T16945R,20-25 µg/m³,"MULTILINESTRING ((2.120061868162151 41.401335803041555, 2.1202815520944984 41.4014108296595))"
